,age,cit,educ,engl,occ,birth,sex,wageinc,wkswrkd,yrentry,powspuma
1572,33.37995795,1,13,0,102,6,1,63000,52,0,6080
1573,34.73439096,1,13,0,101,6,1,46000,52,0,6070
1574,28.77353177,1,13,0,141,27,1,68000,52,0,6070
1575,34.44371361,1,13,0,101,6,2,120000,48,0,6060
1576,33.53969078,1,15,0,141,6,1,74000,52,0,6030
1577,39.40332369,1,14,0,100,6,2,67000,52,0,6060
1578,26.65942208,1,13,0,140,12,1,67000,46,0,6070
1579,38.37241549,1,13,0,102,6,1,79000,52,0,6080
1580,25.45803329,1,13,0,100,15,2,73000,52,0,6070
1581,30.85898447,4,13,10,140,247,1,100000,52,1975,6070
1582,23.09438341,5,13,10,101,210,2,19500,39,1997,6070
1583,41.17190401,1,9,0,102,36,2,58000,52,0,6080
1584,45.38618161,1,13,0,101,49,2,55000,52,0,6060
1585,49.91105315,1,13,0,102,25,1,100000,52,0,6070
1586,54.75828934,1,13,0,100,6,2,61000,52,0,6060
1587,32.67465265,1,13,0,141,6,2,78000,52,0,6070
1588,31.89991998,1,13,0,100,13,1,92000,52,0,6070
1589,36.37815693,1,14,0,102,6,1,0,52,0,6070
1590,36.48698918,4,13,10,141,210,1,66000,52,1968,6060
1591,25.55061916,4,13,20,101,247,1,52000,52,1979,6060
1592,54.37832726,1,12,0,102,6,1,50000,52,0,6060
1593,41.05222535,1,13,0,102,36,1,10000,52,0,6070
1594,44.06246728,1,10,0,101,6,2,990,33,0,6070
1595,57.93677519,4,14,10,101,240,2,0,0,1968,0
1596,37.03025491,1,13,0,100,6,1,5900,52,0,6060
1597,71.69711587,1,13,0,141,40,1,0,0,0,0
1598,36.1856901,4,13,20,100,207,1,90000,52,1981,6150
1599,42.45585215,4,13,10,102,214,1,55000,52,1990,6030
1600,52.30947327,1,11,0,141,6,2,43700,52,0,6070
1601,29.84295914,4,13,20,101,247,1,46000,50,1990,6080
1602,50.95411461,1,10,0,101,39,1,80000,40,0,0
1603,31.67859155,1,11,0,101,6,1,29000,50,0,6030
1604,28.52653845,1,10,0,100,6,1,25000,48,0,6070
1605,48.72909691,1,13,0,100,6,2,60000,52,0,6070
1606,39.64552785,3,13,0,100,233,1,56000,50,1970,6060
1607,32.80209603,3,13,0,101,233,1,20000,49,1970,6060
1608,34.66395015,5,11,10,101,120,1,39100,52,1995,6070
1609,34.1883645,4,12,20,140,247,1,22000,52,1991,0
1610,52.78345858,4,11,10,102,303,1,33000,52,1955,6080
1611,36.31407501,1,13,0,141,6,1,24000,51,0,6070
1612,39.86572595,1,13,0,101,53,1,64000,52,0,6100
1613,31.52516171,1,11,0,101,26,2,18000,52,0,6060
1614,29.79639719,1,13,0,100,6,1,50000,50,0,6120
1615,32.45012809,1,12,10,102,6,2,46000,52,0,6070
1616,27.91759371,4,11,10,100,217,1,25000,48,1982,6070
1617,46.42302229,1,12,0,101,6,1,70000,52,0,6070
1618,47.03863017,1,11,0,101,6,1,70000,52,0,6060
1619,52.98733285,1,12,0,141,15,1,45000,52,0,6070
1620,37.30134158,1,9,0,100,6,2,9600,24,0,0
1621,74.14703221,1,9,0,141,6,1,8500,30,0,6060
1622,33.67581409,1,12,0,101,53,1,30000,52,0,0
1623,29.80739666,1,13,0,100,2,2,35000,28,0,6060
1624,35.08442981,1,13,0,141,6,1,62000,52,0,6060
1625,63.4744897,1,12,0,100,42,1,61000,50,0,6060
1626,38.35166959,1,13,0,101,6,2,19000,52,0,6070
1627,56.25168946,1,12,0,100,6,2,42000,52,0,6060
1628,20.8846266,4,13,11,141,210,1,30000,52,1997,6060
1629,42.50326202,4,11,10,100,303,2,34000,52,1976,6060
1630,41.5282972,1,12,0,100,6,2,32000,46,0,0
1631,49.91611303,1,13,0,101,18,1,55000,52,0,6060
1632,28.34195594,1,13,0,101,6,2,7000,40,0,6070
1633,28.75969353,1,11,0,102,6,1,73000,52,0,6070
1634,28.74584926,1,13,0,106,6,2,4800,12,0,6080
1635,50.38808951,4,16,10,141,240,1,100000,49,1975,6100
1636,49.44060005,1,12,0,102,48,1,52000,52,0,6060
1637,40.67675256,1,12,0,102,26,1,8000,20,0,6070
1638,36.48242086,1,13,0,102,38,1,60000,52,0,6070
1639,37.28765772,1,9,0,102,6,2,58000,52,0,6060
1640,38.45107389,1,13,0,102,53,1,75000,52,0,6160
1641,40.86527145,1,13,10,102,6,1,46200,52,0,6060
1642,66.06732967,1,11,0,101,6,1,80000,52,0,6070
1643,35.63702834,1,12,0,100,22,2,42000,50,0,6060
1644,35.50147931,1,9,10,101,6,2,41000,52,0,6060
1645,44.69260466,1,13,0,102,28,2,0,0,0,0
1646,43.67798571,1,10,0,140,25,1,75000,52,0,6070
1647,35.29400099,1,12,0,101,6,2,56000,52,0,6060
1648,46.45454383,1,13,0,101,6,1,70000,52,0,6070
1649,35.72194897,4,13,20,102,247,1,45000,52,1985,6030
1650,26.4863995,5,12,10,100,303,2,30000,52,1993,6070
1651,48.68593953,1,13,0,100,6,2,83000,52,0,0
1652,46.23146896,1,13,0,141,6,1,150000,52,0,51010
1653,43.15154272,1,13,0,101,16,1,113000,52,0,6070
1654,40.16850504,4,13,10,101,247,1,59000,52,1986,6060
1655,45.13529664,1,13,0,100,36,2,52000,52,0,6060
1656,35.55082637,1,11,0,102,6,2,41900,52,0,6060
1657,32.85147218,4,13,20,141,303,1,70000,52,1978,6070
1658,38.85141267,1,13,0,101,34,2,60000,52,0,6060
1659,37.9457513,1,10,0,100,6,1,27200,52,0,6060
1660,42.41783045,1,11,30,101,6,2,70000,48,0,6070
1661,35.28788654,1,13,0,140,36,1,85000,52,0,6150
1662,38.70382904,1,11,0,102,6,2,11100,23,0,6070
1663,41.11591235,1,11,0,100,6,2,34000,52,0,0
1664,55.4995875,4,13,10,101,233,1,48000,52,1976,6060
1665,36.93972957,1,9,0,141,54,2,46000,52,0,6070
1666,56.0991126,1,11,0,100,29,2,0,0,0,0
1667,61.66306183,1,10,0,101,6,1,59000,52,0,6060
1668,24.9873492,4,13,20,102,247,1,10000,12,1982,6080
1669,42.85297186,4,12,10,101,233,2,45100,52,1981,6060
1670,33.32340271,1,13,0,141,6,1,47500,52,0,6070
1671,34.19037105,4,12,10,100,233,1,32000,48,1985,6060
1672,36.78883036,4,11,20,101,247,2,30000,48,1980,6060
1673,43.04466205,3,14,10,141,224,1,100000,48,1981,6080
1674,38.34451219,1,13,0,101,6,1,53000,52,0,6080
1675,38.70620635,1,9,0,101,6,1,40000,52,0,6060
1676,31.85348632,4,9,10,100,233,1,58000,52,1983,6070
1677,28.80097164,4,13,10,100,233,2,42000,52,1998,6060
1678,43.87589961,1,13,0,101,6,1,51000,52,0,6060
1679,38.94187669,1,9,0,100,4,1,0,52,0,6070
1680,39.73868819,1,12,0,102,26,1,20000,52,0,6060
1681,35.3651282,1,11,0,102,6,2,53000,52,0,6060
1682,50.36254985,1,13,0,141,6,1,20000,8,0,0
1683,36.00560219,1,13,0,102,17,1,98000,52,0,6080
1684,53.62257333,3,12,10,101,233,1,58000,52,1965,6060
1685,48.69928679,1,11,0,100,6,1,55000,52,0,6060
1686,39.80566447,1,13,0,101,6,1,4000,52,0,6070
1687,34.29370481,5,14,10,100,207,1,55000,52,1987,6060
1688,39.23248824,1,11,0,100,6,2,31000,52,0,6060
1689,41.91428563,1,13,0,100,53,1,42000,52,0,6060
1690,38.04671791,1,14,0,101,15,1,60000,52,0,6060
1691,55.65022079,1,9,10,101,6,2,40000,52,0,6060
1692,41.16032042,5,12,10,102,303,2,60000,52,1965,6060
1693,40.01246336,1,11,0,100,6,1,75000,52,0,6060
1694,36.54557026,1,11,0,100,34,1,50000,50,0,6070
1695,42.87019932,1,14,0,102,11,2,0,0,0,0
1696,45.46596676,1,13,0,101,53,1,105000,51,0,6070
1697,42.76677582,4,13,10,101,247,1,65000,52,1979,6070
1698,28.90454531,5,15,10,100,210,1,14500,20,1999,6060
1699,38.7641866,5,14,10,101,240,1,45000,52,1991,6080
1700,38.08344792,1,11,0,102,15,1,78000,52,0,6030
1701,49.82294172,1,12,0,100,6,2,49000,52,0,6060
1702,45.34312414,4,12,10,101,132,1,36000,52,1984,6090
1703,35.13921291,1,13,20,141,6,1,50000,52,0,6100
1704,42.84734713,1,11,0,100,6,1,20000,52,0,6060
1705,26.91418397,5,14,10,101,210,1,40000,40,1998,6070
1706,46.34575576,1,13,0,141,36,1,70000,52,0,6060
1707,45.45208949,1,11,0,100,22,2,38500,52,0,6070
1708,54.50637483,1,9,0,101,48,2,57000,52,0,6060
1709,41.51296949,1,10,0,100,6,2,34000,52,0,6070
1710,49.3213611,1,13,0,100,18,2,59000,52,0,6060
1711,47.10976269,1,11,0,100,48,1,39000,31,0,6060
1712,27.5556125,1,13,0,140,6,1,45000,52,0,6070
1713,34.6208498,1,14,0,141,6,1,65000,25,0,6060
1714,48.13651051,1,10,0,100,20,1,65000,52,0,6070
1715,44.82155101,1,11,0,101,6,2,25000,52,0,6060
1716,27.88275811,4,12,0,106,132,1,52000,51,1978,6070
1717,48.83845222,1,11,0,101,6,1,33300,42,0,6060
1718,38.87746457,4,12,20,101,165,1,30000,20,1990,0
1719,58.70279732,1,14,0,100,36,1,45000,52,0,6070
1720,29.90993723,1,14,0,101,6,1,40000,52,0,6070
1721,38.57407331,1,13,0,101,6,2,28000,52,0,6060
1722,26.86656094,1,12,0,101,6,1,50000,52,0,6070
1723,38.98236553,1,13,10,101,6,1,45000,52,0,6070
1724,42.88138548,1,11,0,100,6,1,80000,52,0,6070
1725,30.10780322,5,14,10,141,215,2,60000,47,1988,6070
1726,44.08566076,5,12,10,141,303,1,78000,26,1972,6070
1727,54.88804461,1,11,0,100,6,2,38700,52,0,6070
1728,26.65880603,5,13,10,102,210,2,60000,52,1997,6080
1729,27.87141804,5,13,10,102,210,1,60000,52,1996,6060
1730,35.30337282,1,10,0,100,26,2,0,0,0,0
1731,37.45095801,4,14,20,101,233,1,15000,20,1990,6030
1732,42.67360952,1,11,0,102,6,1,42000,52,0,6060
1733,27.48346946,4,11,10,100,247,2,19800,45,1993,6070
1734,49.48964806,1,10,0,100,6,2,31000,45,0,0
1735,42.51758134,1,11,0,100,29,2,68000,52,0,6060
1736,35.31227183,5,11,0,100,215,2,39000,46,1995,6100
1737,73.93773917,4,14,0,141,243,1,25100,20,1957,6070
1738,70.79606214,1,12,0,100,28,1,60000,52,0,6070
1739,47.11104319,1,13,0,102,6,1,53000,52,0,6060
1740,58.97069653,1,11,0,102,6,2,0,0,0,0
1741,76.38826308,1,13,0,141,29,1,25100,20,0,6030
1742,40.71609938,1,11,0,100,6,1,55000,52,0,6070
1743,29.26210157,5,14,10,141,210,1,60000,52,1993,6070
1744,45.40716951,1,11,0,100,6,1,46000,52,0,6060
1745,49.3479004,1,12,0,101,6,2,32000,48,0,6100
1746,29.60110694,4,13,20,100,247,2,55000,52,1993,6060
1747,28.95285095,4,13,10,101,247,1,20000,48,1993,6070
1748,26.91766353,4,13,20,102,247,1,31000,52,1993,6070
1749,51.97676919,4,13,10,102,233,2,103000,46,1980,6060
1750,61.05660499,1,13,0,141,40,1,49000,52,0,6070
1751,40.19655067,1,13,0,106,6,1,80000,52,0,6070
1752,40.54540539,1,12,0,101,23,1,50000,52,0,6070
1753,36.31340787,1,13,0,100,6,1,56000,52,0,6030
1754,33.88180511,1,13,0,100,39,1,15400,48,0,6080
1755,43.5011282,4,12,10,102,233,1,42000,52,1979,6060
1756,28.95660737,4,14,10,100,247,1,42000,52,1981,6070
1757,23.28483194,1,11,0,101,6,1,14700,49,0,6070
1758,35.73614813,5,12,0,100,139,1,40000,52,1976,6070
1759,48.73252504,1,12,0,141,55,1,46500,52,0,6060
1760,48.78433878,1,12,0,100,6,2,38000,52,0,6060
1761,39.75097967,4,12,20,100,508,1,42000,52,1972,6060
1762,52.64171896,1,13,0,101,48,2,67000,52,0,6060
1763,35.29196873,5,11,10,100,210,1,78000,52,1998,6070
1764,50.92493138,1,14,10,141,51,1,54000,52,0,6070
1765,52.54849222,1,10,0,141,6,1,65000,52,0,6080
1766,49.16299407,1,14,0,101,28,1,65000,52,0,6080
1767,43.28812401,1,13,0,140,56,1,100000,52,0,6080
1768,43.88142234,1,13,0,101,6,1,160000,52,0,6080
1769,41.70190133,4,11,20,100,311,1,70000,50,1979,6160
1770,53.53411064,1,16,0,141,6,1,100000,52,0,6080
1771,23.14040045,1,11,0,102,6,1,50000,52,0,6070
1772,40.66862,1,10,0,100,26,2,45000,52,0,6060
1773,32.35323754,1,9,0,140,6,1,114000,52,0,6080
1774,44.37079839,4,13,0,101,139,1,145000,50,1959,6060
1775,42.68337814,1,13,0,141,18,1,85000,52,0,6080
1776,58.24543873,4,13,10,140,231,1,85000,52,1963,0
1777,36.62548984,1,13,0,102,6,1,74000,52,0,6070
1778,57.70714745,1,9,0,100,40,2,37300,52,0,0
1779,37.23417391,1,11,10,102,48,2,120000,52,0,6080
1780,42.30079171,5,13,10,100,301,1,140000,48,1996,6070
1781,51.81355434,1,14,0,102,6,2,55000,52,0,6070
1782,39.21809604,1,14,0,100,6,1,0,52,0,6080
1783,23.91549647,1,11,0,102,6,2,46000,52,0,0
1784,37.57755023,1,13,0,141,6,1,80000,52,0,0
1785,38.57148516,1,13,10,101,6,2,45000,52,0,6070
1786,45.82957531,1,10,0,102,6,2,54000,52,0,6060
1787,43.62855816,1,14,0,102,53,1,75000,52,0,6060
1788,42.31988293,1,14,0,102,6,2,940,2,0,0
1789,19.90878455,1,9,0,101,16,1,7000,48,0,6080
1790,30.93425091,4,13,0,100,301,1,46600,52,1981,6080
1791,40.32566336,1,14,0,102,34,2,48800,52,0,6080
1792,49.12726308,1,14,0,102,27,1,80000,49,0,6030
1793,56.68736645,1,13,0,100,6,2,52000,52,0,6070
1794,50.11781762,1,13,0,101,6,1,65000,52,0,6070
1795,29.99973671,5,13,10,101,233,1,40000,50,1996,6080
1796,23.93782665,5,13,10,102,233,1,26000,51,1997,6070
1797,37.51550316,1,11,0,102,6,1,72000,52,0,6070
1798,28.67930848,1,13,0,100,6,1,34300,48,0,6070
1799,49.95271068,1,13,0,141,20,1,110000,52,0,6070
1800,37.00202112,1,13,0,102,33,1,110000,52,0,6080
1801,44.22466449,1,12,0,101,36,2,63000,52,0,6080
1802,36.49327198,1,11,0,140,29,1,93000,52,0,6210
1803,63.3384194,1,13,0,141,11,1,60000,52,0,6080
1804,36.39546763,1,13,0,101,53,1,80000,52,0,6160
1805,36.93410991,1,13,0,101,39,2,90000,44,0,0
1806,39.90972139,1,11,0,100,6,2,45000,52,0,6070
1807,32.35530333,1,12,0,141,53,1,58000,52,0,1
1808,32.84444835,1,14,0,102,55,1,49900,52,0,6080
1809,43.81270567,1,13,0,100,6,2,80000,52,0,6060
1810,35.80402036,1,13,0,102,6,1,92000,52,0,6080
1811,55.06359007,1,13,0,141,12,1,0,0,0,6080
1812,39.89358814,1,14,10,141,49,1,81000,52,0,6080
1813,45.33260578,1,14,0,102,15,1,91000,52,0,6080
1814,51.464418,1,10,0,141,6,2,72000,52,0,6070
1815,43.49666828,1,13,0,141,8,2,110000,52,0,6070
1816,37.49405122,3,13,0,102,215,1,80000,52,1975,6080
1817,36.98663618,1,11,0,101,6,2,35000,52,0,6080
1818,44.61634751,1,13,0,101,6,2,48500,52,0,6060
1819,18.30932461,1,7,0,101,11,1,3400,20,0,6080
1820,59.29024592,1,14,0,101,17,1,64000,52,0,6070
1821,38.20034378,1,13,0,101,6,1,70000,52,0,6080
1822,34.04375562,1,11,0,101,6,1,82000,46,0,6040
1823,50.94684793,1,11,0,100,49,2,40000,52,0,6060
1824,53.95780089,1,14,0,102,26,2,42500,52,0,6060
1825,41.79462948,1,14,0,102,55,1,116000,52,0,6080
1826,40.31000923,1,11,0,102,6,1,63000,48,0,6070
1827,35.04267658,1,13,0,102,6,1,100000,52,0,6080
1828,39.15024386,1,11,0,141,6,2,58000,52,0,6060
1829,52.61848385,4,14,10,141,215,1,148000,52,1957,6160
1830,53.06911761,1,13,0,141,6,1,80000,52,0,6060
1831,34.00418326,4,11,21,100,303,2,36000,52,1979,6080
1832,49.55952914,1,13,0,140,6,1,61000,52,0,6080
1833,37.59614778,1,13,0,101,26,1,90000,52,0,6080
1834,52.69098407,4,13,0,141,372,1,70000,52,1960,6080
1835,36.29536281,1,13,0,102,6,2,58000,52,0,6080
1836,26.2545138,1,13,11,100,55,1,59000,52,0,6080
1837,42.37313681,1,9,0,101,38,1,77000,52,0,6080
1838,39.84604032,1,9,0,102,17,2,61000,52,0,6060
1839,71.57790395,1,13,11,100,6,1,122000,50,0,0
1840,30.69280581,1,13,0,141,6,1,60000,52,0,6070
1841,36.10388989,1,13,0,101,6,1,75000,52,0,6080
1842,28.27303646,1,11,0,101,12,1,18000,52,0,6080
1843,56.67984455,1,14,0,141,42,1,0,0,0,0
1844,38.53085293,1,9,0,101,6,2,38400,52,0,6070
1845,30.6007863,1,13,0,100,6,2,39400,52,0,6070
1846,48.03860611,1,10,0,106,6,2,90000,52,0,6080
1847,49.11108698,1,13,0,106,6,1,10600,52,0,6070
1848,66.04734621,1,16,0,100,17,1,0,45,0,6080
1849,40.39978673,1,13,0,101,6,1,100000,52,0,6080
1850,37.84248411,1,13,0,102,6,2,80000,52,0,6070
1851,35.78733811,1,13,0,102,6,1,99000,52,0,6080
1852,45.42726842,1,11,0,100,6,1,53000,52,0,6080
1853,53.7506615,1,11,0,101,6,2,0,0,0,0
1854,39.1258509,1,14,0,141,27,1,145000,52,0,6080
1855,54.3207097,1,13,0,141,6,1,64000,48,0,0
1856,53.96949504,1,11,0,102,41,2,77000,52,0,6070
1857,42.50908356,1,11,0,106,6,2,18000,52,0,6080
1858,39.88156265,1,13,0,141,18,1,35900,52,0,6080
1859,45.91149995,1,11,0,100,25,2,50000,52,0,6060
1860,37.48560634,1,11,0,101,30,1,60000,52,0,6060
1861,52.16300366,1,13,0,141,6,1,60000,52,0,6060
1862,55.62241558,1,13,0,100,36,2,42000,52,0,0
1863,47.25420624,4,11,0,100,211,2,55000,52,1954,6060
1864,39.78420869,1,13,10,140,28,1,37000,52,0,6080
1865,64.01229881,1,13,0,100,26,1,70000,52,0,6060
1866,40.71480991,1,13,0,141,5,1,12000,52,0,6060
1867,24.8093461,1,13,0,101,17,1,60000,52,0,6080
1868,41.97287099,1,13,0,141,17,1,110000,52,0,6040
1869,28.5558213,1,13,0,141,36,1,100000,52,0,6070
1870,34.18631032,1,10,0,101,32,2,53000,52,0,6030
1871,27.33945056,1,9,0,101,18,1,48000,46,0,6080
1872,22.72776544,1,12,0,100,24,1,0,50,0,0
1873,37.7574022,1,13,0,102,17,1,55000,52,0,6060
1874,37.76808664,1,9,0,140,6,2,20000,52,0,0
1875,39.16658936,1,14,0,140,53,1,12000,52,0,6080
1876,23.72381239,1,13,0,100,46,1,30000,52,0,6080
1877,36.44202155,1,13,0,100,6,1,110000,52,0,6070
1878,57.04559868,1,13,0,100,41,1,26000,52,0,6060
1879,32.09436895,1,13,0,100,6,2,35000,52,0,6060
1880,31.23285361,1,13,0,140,6,2,65000,52,0,6080
1881,44.86398041,1,10,0,102,6,2,44000,52,0,6070
1882,32.96499611,1,12,0,106,6,1,56000,52,0,6070
1883,43.78969121,4,13,10,141,303,1,35900,52,1964,6060
1884,32.1018714,5,14,10,102,210,1,20000,2,1998,6070
1885,43.20069573,1,11,0,101,6,2,55000,52,0,6060
1886,25.31675174,1,13,0,102,6,1,48600,48,0,6080
1887,44.3168962,1,14,0,100,6,1,78000,52,0,6080
1888,28.55133584,1,11,0,101,19,1,15000,52,0,6030
1889,37.59391789,1,13,0,101,40,1,58000,52,0,6080
1890,52.01244687,1,13,30,101,34,1,59000,52,0,6060
1891,62.47355187,1,14,0,100,21,1,0,0,0,0
1892,59.44799556,1,11,0,141,6,1,0,0,0,0
1893,46.52263243,1,12,0,101,6,1,85000,52,0,6070
1894,48.29457485,1,13,0,141,46,1,107000,52,0,6080
1895,35.59032081,1,12,0,102,6,1,22000,52,0,6040
1896,55.18221627,1,11,0,100,4,2,45000,52,0,0
1897,63.06237146,1,14,10,100,36,1,70000,52,0,6060
1898,29.14585889,1,13,0,141,6,1,43000,52,0,6060
1899,53.88568195,1,13,0,101,18,1,81000,52,0,6080
1900,41.35811895,1,13,0,106,6,1,125000,52,0,6030
1901,36.68658351,1,9,0,101,6,2,38400,52,0,0
1902,25.86354497,1,11,0,101,6,1,37000,52,0,6080
1903,56.40507619,1,13,0,101,6,1,106000,52,0,6030
1904,59.66193025,1,14,0,141,6,1,37700,13,0,0
1905,47.2561337,1,12,0,141,53,1,72000,52,0,6080
1906,34.33110623,1,13,0,141,2,1,65000,52,0,6080
1907,48.96408705,1,12,0,101,17,1,55000,52,0,6080
1908,33.3681276,1,13,0,101,6,1,72000,52,0,6080
1909,34.49323401,1,13,0,101,6,1,54000,52,0,6080
1910,42.16728178,1,14,0,100,6,2,94000,52,0,6060
1911,44.35725784,1,12,0,100,36,2,12000,40,0,6080
1912,29.16175769,1,11,0,100,39,1,25000,52,0,6060
1913,28.27758253,1,13,0,141,6,1,60000,52,0,6080
1914,35.90955377,1,13,0,100,39,2,47900,52,0,6060
1915,50.76133184,1,11,0,141,44,1,69000,52,0,6070
1916,42.47428361,1,10,0,101,51,2,0,0,0,0
1917,46.27710193,1,14,0,100,6,2,55000,52,0,6080
1918,29.57156258,1,13,0,102,17,1,54000,52,0,6060
1919,47.00588154,1,13,0,100,25,2,70000,52,0,6080
1920,38.18390134,1,13,0,141,6,1,60000,52,0,6060
1921,40.37761711,1,13,0,141,31,1,62000,52,0,6080
1922,48.69766711,1,14,0,101,24,1,74000,52,0,6080
1923,27.58333831,1,13,0,141,6,1,55000,30,0,6080
1924,35.51784674,1,13,0,100,48,1,58000,52,0,6070
1925,47.1696671,5,14,10,101,210,1,71000,50,1979,6080
1926,56.93370505,1,13,0,100,53,2,9000,40,0,6309
1927,28.8836596,5,14,10,102,210,1,55000,52,1996,6080
1928,26.76146515,5,13,20,102,210,1,52000,52,1999,6080
1929,32.07190911,1,11,0,102,6,1,46000,52,0,6070
1930,61.38049238,1,11,0,141,6,1,0,0,0,0
1931,45.85641554,1,11,10,106,6,1,49000,52,0,0
1932,23.97418026,1,11,0,100,6,1,26600,52,0,6080
1933,39.94746487,1,10,0,102,6,1,63000,52,0,6070
1934,41.24990992,1,12,0,141,26,1,78000,52,0,6080
1935,28.42036396,5,14,10,102,210,1,20000,2,1999,6080
1936,34.60777806,1,11,0,101,6,2,34000,52,0,6070
1937,40.14020232,1,12,0,141,51,1,65000,50,0,6080
1938,23.10115556,1,13,0,101,6,2,38000,24,0,6080
1939,44.24524078,5,16,10,106,210,1,78000,50,1991,6160
1940,38.78656145,1,11,0,141,6,2,42000,52,0,6070
1941,44.16884318,1,9,0,100,6,2,4800,52,0,6060
1942,46.44848397,1,14,0,101,6,1,67000,52,0,6060
1943,32.06212244,1,11,0,101,6,2,21700,52,0,6060
1944,53.34199014,1,11,0,100,27,1,0,52,0,6080
1945,62.75547917,1,14,0,100,16,1,0,0,0,0
1946,51.13100347,1,13,0,100,48,1,81000,52,0,6080
1947,44.19366435,1,10,0,101,6,1,74000,52,0,6070
1948,42.15900443,1,12,0,101,6,1,74000,52,0,6060
1949,41.00395433,1,12,0,100,6,1,96000,52,0,6060
1950,43.14752439,1,13,0,101,6,2,50000,52,0,6070
1951,53.51442797,1,11,0,101,6,1,50000,52,0,6070
1952,39.27296958,1,13,0,100,53,1,96000,48,0,6080
1953,51.51092195,1,11,0,102,6,1,81000,52,0,6080
1954,39.51599416,4,13,10,102,364,1,67000,52,1980,6060
1955,41.00500473,5,14,10,101,210,2,40000,52,1989,6070
1956,47.36975632,1,11,0,106,6,2,34000,52,0,6080
1957,32.09678615,1,13,0,106,6,1,52000,52,0,6060
1958,28.94873549,5,13,10,102,210,1,31700,36,1999,0
1959,51.35723194,1,11,0,100,39,2,60000,34,0,0
1960,35.75805541,1,11,0,102,45,2,44100,52,0,6080
1961,49.11564452,1,11,0,101,17,1,108000,49,0,6070
1962,34.74347816,4,13,20,102,233,1,107000,52,1979,6070
1963,26.52439844,1,11,0,106,6,1,21000,50,0,6070
1964,50.36843219,4,11,0,100,209,1,325000,52,1959,6309
1965,46.48507831,1,13,0,141,6,1,62000,52,0,6060
1966,38.67621848,1,13,0,102,53,1,76000,52,0,6080
1967,22.06563387,1,9,0,100,6,1,10000,48,0,6080
1968,53.67415022,1,8,0,101,6,1,75000,52,0,6070
1969,42.74255743,1,13,0,141,6,1,45000,52,0,6070
1970,45.48749993,1,11,11,101,53,2,56000,52,0,6080
1971,47.49577912,1,11,0,100,6,1,75000,52,0,6080
1972,33.63934654,4,13,0,101,233,1,107000,52,1968,6070
1973,46.28763076,1,13,0,101,29,1,70000,52,0,6070
1974,43.71621784,5,12,0,102,301,1,90000,52,1986,6309
1975,41.50031513,1,13,0,102,6,1,75000,52,0,6070
1976,44.29346415,1,12,0,140,6,1,40000,52,0,6080
1977,29.71008824,1,13,0,101,6,1,52000,52,0,6070
1978,24.89452854,1,13,0,141,6,1,90000,30,0,6070
1979,46.75900247,1,14,0,102,6,1,325000,52,0,6060
1980,57.45746053,1,11,0,101,8,1,75000,52,0,6080
1981,48.57356909,1,10,0,101,48,2,49000,52,0,6060
1982,42.03204727,1,10,0,100,6,1,96000,52,0,6060
1983,36.50994363,1,10,0,101,25,1,24000,52,0,6080
1984,53.20244561,1,13,0,100,47,2,0,0,0,0
1985,61.37897299,1,11,0,101,27,1,38400,40,0,6030
1986,62.02612836,1,11,0,101,6,1,25000,15,0,0
1987,64.16715403,1,11,0,100,16,1,0,0,0,0
1988,56.62354693,1,13,0,141,6,2,0,0,0,0
1989,41.25871893,1,11,0,141,6,1,70000,52,0,6070
1990,25.22798868,5,14,10,141,210,1,72000,52,1995,6070
1991,62.26700032,1,11,0,102,6,2,43600,52,0,0
1992,26.14287652,1,13,0,141,39,1,63000,52,0,6070
1993,43.74196892,1,11,10,102,48,1,0,50,0,6080
1994,38.95067893,1,12,0,141,6,2,31000,52,0,6060
1995,37.60668143,1,13,0,101,6,1,0,52,0,6080
1996,42.45898093,1,12,0,141,6,1,70000,52,0,6070
1997,56.00974344,1,14,0,102,6,1,70000,48,0,6070
1998,42.90954921,1,14,0,101,36,1,25000,32,0,6070
1999,59.87646253,1,11,0,102,40,1,15000,52,0,0
2000,55.20137556,1,9,0,100,36,2,44300,52,0,6080
2001,35.88882927,1,12,10,141,6,1,60000,43,0,6070
2002,17.05988206,1,9,0,101,6,2,800,16,0,0
2003,34.58360384,1,13,0,102,35,2,84000,52,0,6070
2004,32.11827686,1,11,0,100,6,1,32100,52,0,6060
2005,38.04366681,1,13,0,141,36,1,150000,51,0,6070
2006,49.15656801,1,9,0,100,6,2,43400,51,0,6080
2007,33.8462199,1,13,0,102,22,1,75000,45,0,6080
2008,33.73210682,1,11,0,101,41,2,55000,52,0,6070
2009,36.20884627,1,14,0,102,25,1,135000,52,0,6070
2010,50.95186284,1,10,0,100,6,1,0,0,0,0
2011,42.32623072,1,11,0,100,32,1,49000,52,0,6080
2012,44.38930512,1,11,0,141,6,1,38000,52,0,6090
2013,45.24426243,1,13,0,102,32,1,88000,52,0,6070
2014,46.98069256,4,11,0,100,333,1,60000,52,1969,6060
2015,32.09181475,1,13,0,141,6,1,53000,52,0,6070
2016,53.49292053,1,13,0,106,6,1,100000,52,0,6080
2017,49.11183001,1,13,0,100,36,2,40000,52,0,6070
2018,45.82097097,1,12,0,141,6,1,45600,52,0,6080
2019,37.26978861,1,14,0,100,36,2,325000,40,0,6070
2020,47.73822174,1,14,0,102,17,1,70000,52,0,6070
2021,67.77285059,1,11,0,100,6,1,15000,42,0,0
